"Registration Authority Code","Country","Country Code","Jurisdiction (country or region)","International name of Register","Local name of Register","International name of organisation responsible for the Register","Local name of organisation responsible for the Register","Website","Comments"
"RA000841","Canada","CA","Prince Edward Island","","","Office of the Superintendent of Securities Office","Office of the Superintendent of Securities Office","https://www.princeedwardisland.ca/en/information/justice-and-public-safety/securities","to be used as a Validation Authority for funds"
"RA000842","Canada","CA","Québec","","","Financial Markets Authority","Autorité des marchés financiers","http://www.lautorite.qc.ca/","to be used as a Validation Authority for funds"
"RA000081","Canada","CA","Quebec","Enterprise Register (Services Quebec)","Registraire des Entreprises","Enterprise Register","Registraire des Entreprises","https://www.registreentreprises.gouv.qc.ca/RQAnonymeGR/GR/GR03/GR03A2_19A_PIU_RechEnt_PC/PageRechSimple.aspx?T1.CodeService=S00436&Clng=F&WT.co_f=239df6a1f9ccfcd3b941438322839291",""
"RA000082","Canada","CA","Saskatchewan","Saskatchewan Corporate Registry","Saskatchewan Corporate Registry","Information Services Corporation","Information Services Corporation","https://www.isc.ca/corporateregistry/Pages/default.aspx",""
"RA000843","Canada","CA","Saskatchewan","","","Financial and Consumer Affairs Authority","Financial and Consumer Affairs Authority","https://www.fcaa.gov.sk.ca/","to be used as a Validation Authority for funds"
"RA000085","Canada","CA","Yukon","Corporate Registry","Corporate Registry","Corporate Affairs (Department of Community Services)","Corporate Affairs (Department of Community Services)","http://www.community.gov.yk.ca/corp/index.html",""
"RA000844","Canada","CA","Yukon","","","Superintendent of Securities","Superintendent of Securities","https://yukon.ca/en/securities-and-investing","to be used as a Validation Authority for funds"
"RA000086","Cayman Islands","KY","Cayman Islands","Registry of Companies","Registry of Companies","General Registry","General Registry","https://www.ciregistry.ky/",""
"RA000087","Cayman Islands","KY","Cayman Islands","","","Cayman Islands Monetary Authority","Cayman Islands Monetary Authority","https://www.cima.ky/",""
"RA000088","Central African Republic","CF","Central African Republic","Commercial Registry (Tribunal)","","","Guichet Unique de Formalite des Enterprises (GUFE)","http://www.gufebenin.org/",""
"RA000829","Central African Republic","CF","Central African Republic","","","Bank of Central African States (BEAC)","Banque des États de l'Afrique Centrale (BEAC)","https://www.beac.int/","to be used as a Validation Authority for funds"
"RA000845","Central African Republic","CF","Central African Republic","","","Securities and Exchange Commission of Central Africa)","Commission de Surveillance du Marché Financier de l'Afrique Centrale","http://www.cosumaf.org","to be used as a Validation Authority for funds"
"RA000089","Chad","TD","Chad","Registry of Commerce and Real Estate","Registre du Commerce et du Immobilier","Registration Service, Company Register (Ministry of Finance)","Service d'Enregistrement, des Domaines et du Timbre","",""
"RA000829","Chad","TD","Chad","","","Bank of Central African States (BEAC)","Banque des États de l'Afrique Centrale (BEAC)","https://www.beac.int/","to be used as a Validation Authority for funds"
"RA000090","Chile","CL","Chile","Registry of Commerce","Registro de Comercio","Directorate General of Taxation (Ministry of Finance)","Dirección General de Tributación (Ministerio de Hacienda)","http://www.hacienda.cl/english.html",""
"RA000785","Chile","CL","Chile","Register of Companies and Societies","Registro de Empresas y Sociedades","Ministry of Economy, Development and Tourism","Ministerio de Economía, Fomento y Turismo","https://www.registrodeempresasysociedades.cl/",""
"RA000787","Chile","CL","Chile","","","Internal Revenue Service","Servicio de Impuestos Internos","https://zeus.sii.cl/cvc/stc/stc.html","to be used to check names and RUT numbers only"
"RA000846","Chile","CL","Chile","","","Financial Market Commission","Comisión para el Mercado Financiero","https://www.cmfchile.cl/portal/principal/613/w3-channel.html","to be used as a Validation Authority for funds"
"RA000091","Chile","CL","Santiago","","Registro de Comercio","","Conservador de Bienes Raíces de Santiago","https://www.conservador.cl/portal/",""
"RA000092","China","CN","China","National Enterprise Credit Information Publicity System","全国企业信用信息公示系统","State Administration for Market Regulation","国家市场监督管理总局","http://www.gsxt.gov.cn/index.html",""
"RA000847","China","CN","China","","","China Securities Regulatory Commission (CSRC)","中国证券监督管理委员会","http://www.csrc.gov.cn/csrc_en/index.shtml","to be used as a Validation Authority for funds"
"RA000094","Colombia","CO","Aburrá Sur","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Aburra Sur Chamber of Commerce","Cámara de Comercio de Aburrá Sur - Itaguí - Antioquia","www.ccas.org.co",""
"RA000095","Colombia","CO","Aguachica","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Aguachica Chamber of Commerce","Cámara de Comercio de Aguachica - Cesar","www.camaraaguachica.org.co",""
"RA000096","Colombia","CO","Amazonas","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Amazonas Chamber of Commerce","Cámara de Comercio de Amazonas","www.ccamazonas.org.co",""
"RA000097","Colombia","CO","Arauca","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Arauca Chamber of Commerce","Cámara de Comercio de Arauca","www.camaracomercioarauca.com",""
"RA000098","Colombia","CO","Armenia y del Quindío","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Armenia y del Quindío Chamber of Commerce","Cámara de Comercio de Armenia y del Quindío","www.camaraarmenia.org.co",""
"RA000099","Colombia","CO","Barrancabermeja","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Barrancabermeja  Chamber of Commerce","Cámara de Comercio de Barrancabermeja - Santander","www.ccbarranca.org.co",""
"RA000100","Colombia","CO","Barranquilla","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Barranquilla Chamber of Commerce","Cámara de Comercio de Barranquilla","www.camarabaq.org.co",""
"RA000101","Colombia","CO","Bogotá","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Bogotá Chamber of Commerce","Cámara de Comercio de Bogotá","www.ccb.org.co",""
"RA000102","Colombia","CO","Bucaramanga","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Bucaramanga Chamber of Commerce","Cámara de Comercio de Bucaramanga","www.camaradirecta.com",""
"RA000103","Colombia","CO","Buenaventura","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Buenaventura Chamber of Commerce","Cámara de Comercio de Buenaventura","www.ccbun.org",""
"RA000104","Colombia","CO","Buga","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Buga Chamber of Commerce","Cámara de Comercio de Buga","www.ccbuga.org.co",""
"RA000110","Colombia","CO","Cúcuta","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Cúcuta  Chamber of Commerce","Cámara de Comercio de Cúcuta","www.cccucuta.org.co",""
"RA000105","Colombia","CO","Cali","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Cali Chamber of Commerce","Cámara de Comercio de Cali","www.ccc.org.co",""
"RA000106","Colombia","CO","Cartagena","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Cartagena Chamber of Commerce","Cámara de Comercio de Cartagena","www.cccartagena.org.co",""
"RA000107","Colombia","CO","Cartago","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Cartago Chamber of Commerce","Cámara de Comercio de Cartago","www.camaracartago.org",""
"RA000108","Colombia","CO","Casanare","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Casanare Chamber of Commerce","Cámara de Comercio de Casanare","www.cccasanare.co",""
"RA000109","Colombia","CO","Cauca","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Cauca Chamber of Commerce","Cámara de Comercio de Cauca","www.cccauca.org.co",""
"RA000111","Colombia","CO","Chinchiná","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Chinchiná Chamber of Commerce","Cámara de Comercio de Chinchiná","https://www.camaracomerciochinchina.org/",""
"RA000136","Colombia","CO","Chocó","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Chocó  Chamber of Commerce","Cámara de Comercio de Chocó","www.ccq.org.co",""
"RA000093","Colombia","CO","Colombia","Single Business Register","Registro Único Empresarial (RUE)","","","https://www.rues.org.co/",""
"RA000848","Colombia","CO","Colombia","","","","Superintendencia Financiera","https://www.superfinanciera.gov.co","to be used as a Validation Authority for funds"
"RA000112","Colombia","CO","Dosquebradas","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Dosquebradas Chamber of Commerce","Cámara de Comercio de Dosquebradas - Risaralda","www.camado.org.co",""
"RA000113","Colombia","CO","Duitama","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Duitama Chamber of Commerce","Cámara de Comercio de Duitama","www.ccduitama.org.co",""
"RA000114","Colombia","CO","Facatativá","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Facatativá Chamber of Commerce","Cámara de Comercio de Facatativá","www.ccfacatativa.org.co",""
"RA000115","Colombia","CO","Florencia","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Florencia Chamber of Commerce","Cámara de Comercio de Florencia","www.ccflorencia.org.co",""
"RA000116","Colombia","CO","Girardot","Business register, the single bidders register, the non-profit organizations register","Registro Mercantil, Registro único de proponentes y Registro de entidades sin ánimo de lucro.","Girardot Chamber of Commerce","Cámara de Comercio de Girardot","www.ccgirardot.org",""
